word,ipa
মৃত্যুচৌদ্দগ্রাম,mɾit̪t̪uco͡u̯d̪d̪ogɾɐm
মৃত্যুকে,mɾit̪t̪uke
মৃত্যুও,mɾit̪t̪u͡o̯
মৃত্য,mɾit̪t̪o
মৃতের,mɾit̪eɾ
মৃতু্যকেই,mɾit̪uʃoke͡i̯
মৃতদেহের,mɾit̪od̪eheɾ
মৃতদেহটি,mɾit̪od̪ehoti
"মৃত,","mɾit̪o,"
মূসা,muʃɐ
মূসকের,muʃɔkeɾ
মূসক,muʃok
মূল্যেই,mulle͡i̯
মূল্যসূচকেও।,mulloʃucoke͡o̯।
মূল্যবোধের,mullobod̪ʱeɾ
মূল্যছাড়,mullocʰɐɽ
"মূল্য,","mullo,"
মূলা,mulɐ
মূলহোতাদের,mulhot̪ɐd̪eɾ
মূলহোতা।,mulhot̪ɐ।
মূলমঞ্চে,mulomɔnce
মূলভিত্তি,mulbʱit̪t̪i
মূলভবন,mulbʱɔbon
মূলধারার,muld̪ʱɐɾɐɾ
মূলধারা,muld̪ʱɐɾɐ
মূর্তিগুলো,muɾt̪igulo
মূর্ছা,muɾcʰɐ
মুয়াবিয়ার,muʲɐbiʲɐɾ
মুড়িয়ে,muɽiʲe
মুুখ,mu͡u̯kʰ
মুহূর্তেই,muhuɾt̪e͡i̯
মুহূর্ত।,muhuɾt̪o।
মুহিবুল,muhibul
মুহিন,muhin
মুহাম্মাদ,muhɐmmɐd̪
"মুহাম্মদ,","muhɐmmɔd̪,"
মুহসীন,muhoʃin
মুহসিনের,muhoʃineɾ
মুহতামিম,muht̪ɐmim
মুস্তাফিজের।,muʃt̪ɐpʰiɟeɾ।
মুস্তাফা,muʃt̪ɐpʰɐ
মুস্তাকীম,muʃt̪ɐkim
মুস্তফা,must̪opʰɐ
মুস্কের,muʃkeɾ
মুসোলিনীর,musoliniɾ
মুসুল্লিরা,musulliɾɐ
মুসার,muʃɐɾ
মুসা।,muʃɐ।
মুসল্লিসহ,muʃɔlliʃɔho
মুসল্লির,muʃɔlliɾ
মুসল্লি,muʃɔlli
মুসলিমাকে,muslimɐke
মুসলিমরা,muslimɔɾɐ
মুসলিমকে,muslimke
মুসলমানরাও,muʃɔlmɐnɾɐ͡o̯
মুসলমানদেরও,muʃɔlmɐnd̪eɾo
মুসলমানদেরই,muʃɔlmɐnd̪eɾi
মুসলমানকে,muʃɔlmɐnke
মুষ্ঠিযোদ্ধাদের,muʃtʰiɟod̪d̪ʱɐd̪eɾ
মুশা,muʃɐ
মুশফিক।,muʃpʰik।
মুশতাক,muʃt̪ɐk
মুলিবাড়ী,mulibɐɽi
মুলি,muli
মুলায়মের,mulɐʲmeɾ
মুলারের,mulɐɾeɾ
মুলারকে।,mulɐɾke।
মুলারকে,mulɐɾke
মুলদিবস।,muld̪ibɔʃ।
মুলতান,mult̪ɐn
মুলতবির,mult̪obiɾ
মুলতবি,mult̪obi
মুলগ্রাম,mulogɾɐm
মুল,mul
মুর্শিদুল,muɾʃid̪ul
মুর্শিদার,muɾʃid̪ɐɾ
মুর্শিদাবাদ,muɾʃid̪ɐbɐd̪
মুর্তাজাকে।,muɾt̪ɐɟɐke।
মুর্তজার,muɾt̪oɟɐɾ
মুর্তজাও,muɾt̪oɟɐ͡o̯
"মুর্তজা,","muɾt̪oɟɐ,"
মুর্ছা,muɾcʰɐ
মুরুব্বীদের,muɾubbid̪eɾ
মুরুব্বী,muɾubbi
মুরুং,muɾuŋ
মুরালির,muɾɐliɾ
মুরারবন্দ,muɾɐɾbɔnk
মুরাপাড়া,muɾɐpɐɽɐ
মুরাদের,muɾɐd̪eɾ
মুরাদপুর,muɾɐd̪puɾ
মুরাদনগরে।,muɾɐd̪ongɔɾe।
মুরাদই,muɾɐd̪o͡i̯
মুরাদ।,muɾɐd̪।
মুরাকিব,muɾɐkibo
মুরতাজা।,muɾot̪ɐɟɐ।
মুম্বাই।,mumbɐ͡i̯।
মুমূর্ষ,mumuɾʃo
মুফদি,mupʰd̪i
মুন্সীপাড়ায়,munʃipɐɽɐʲ
মুন্সীগঞ্জের,munʃigɔnɟeɾ
মুন্সীকে।,munʃike।
মুন্সি।,munʃi।
"মুন্সি,","munʃi,"
মুন্নু,munnu
মুন্নীকে,munnike
মুন্নী।,munni।
মুন্নিকে,munnike
মুন্নি,munni
মুন্নার,munnɐɾ
মুনীরও,muniɾo
মুনিয়া,muniʲɐ
মুনিরীয়া,muniɾiʲɐ
মুনিম,munim
মুনসুরুল,munoʃuɾul
মুনসুর,munoʃuɾ
মুননা।,munonɐ।
মুনতাসির,munot̪ɐʃiɾ
মুনজুর,munoɟuɾ
মুনছুর,muncʰuɾ
মুদ্রিত,mud̪ɾit̪o
মুদ্রাস্ফীতিও,mud̪ɾɐspʰit̪i͡o̯
মুদ্রাসহ,mud̪ɾɐʃɔho
মুদ্রানীতির,mud̪ɾɐnit̪iɾ
মুদ্রানীতিতে,mud̪ɾɐnit̪it̪e
মুদ্রাটি,mud̪ɾɐti
মুদ্রাক্ষরিকযোগ্যতা,mud̪ɾɐkkʰoɾikɟoggot̪ɐ
মুদাচ্ছির,mud̪ɐccʰiɾ
মুতয়াল্লী,mut̪ɔʷɐlli
মুত্তাকি।,mut̪t̪ɐki।
মুণ্ডু।,mundu।
মুণ্ডমালা,mundomɐlɐ
মুডও,mudo
মুড,mud
মুঞ্জুরুল,munɟuɾul
মুঞ্জু,munɟu
মুজিবের,muɟibeɾ
মুজিবকে,muɟiboke
মুজিব।,muɟib।
"মুজিব,","muɟib,"
মুজাহিদুল,muɟɐhid̪ul
মুজাহিদ।,muɟɐhid̪।
মুজমদারের,muɟɔmɔd̪ɐɾeɾ
মুছুন।,mucʰun।
মুচার,mucɐɾ
মুচলেখা,muclekʰɐ
মুচলেকা,muclekɐ
মুঙ্গেশকরও,muŋgeskoɾo
মুগাবের,mugɐbeɾ
মুগাবে।,mugɐbe।
মুগাবে,mugɐbe
মুগসাইর,mugɔʃɐ͡i̯ɾ
"মুগরি,","mugoɾi,"
মুগদায়,mugɔd̪ɐʲ
মুখ্যমন্ত্রীর,mukkʰomɔnt̪ɾiɾ
মুখ্য।,mukkʰo।
মুখোশে,mukʰoʃe
মুখোশধারী,mukʰoʃd̪ʱɐɾi
মুখোশটির,mukʰoʃtiɾ
মুখোশ,mukʰoʃ
মুখোমণ্ডল,mukʰomɔndol
মুখেই,mukʰe͡i̯
"মুখে,","mukʰe,"
মুখী,mukʰi
মুখিয়ে,mukʰiʲe
মুখলেছকে,mukʰlecʰoke
মুখরোচক,mukʰɾocɔk
মুখরিত,mukʰɾit̪o
মুখমণ্ডল,mukʰmɔndol
মুখপাত্ররা,mukʰpɐt̪ɾoɾɐ
মুখগহ্বর,mukʰgɔhobɔɾ
মুখও,mukʰo
"মুখ,","mukʰ,"
মুক্তিযোদ্ধাকে,mukt̪iɟod̪d̪ʱɐke
"মুক্তিযোদ্ধা,","mukt̪iɟod̪d̪ʱɐ,"
মুক্তিযুদ্ধমন্ত্রীও।,mukt̪iɟud̪d̪ʱomɔnt̪ɾi͡o̯।
মুক্তিযুদ্ধবিষয়কমন্ত্রী,mukt̪iɟud̪d̪ʱobiʃɔʲkmɔnt̪ɾi
মুক্তিযুদ্ধবিষয়ক,mukt̪iɟud̪d̪ʱobiʃɔʲok
মুক্তিযুদ্ধ।,mukt̪iɟud̪d̪ʱo।
মুক্তিবাহিনীর,mukt̪ibɐhiniɾ
মুক্তিনগর,mukt̪ingɔɾ
মুক্তিতে,mukt̪it̪e
মুক্তিকামী,mukt̪ikɐmi
মুক্তি।,mukt̪i।
"মুক্তি,","mukt̪i,"
মুক্তারুজ্জামান।,mukt̪ɐɾuɟɟɐmɐn।
"মুক্তার,","mukt̪ɐɾ,"
মুক্তার,mukt̪ɐɾ
মুক্তামণিকে,mukt̪ɐmonike
মুক্তাগাছা,mukt̪ɐgɐcʰɐ
মুক্তা।,mukt̪ɐ।
মুক্তা,mukt̪ɐ
মুক্তযোদ্ধাদের,mukt̪oɟod̪d̪ʱɐd̪eɾ
মুক্তমঞ্চের,mukt̪omɔnceɾ
মুক্তমঞ্চে,mukt̪omɔnce
মুক্তবাণিজ্য,mukt̪obɐniɟɟo
মুকোনোরি,mukonoɾi
মুকোনো,mukono
মুকুলের,mukuleɾ
মুকুন্দ,mukund̪o
মুকুটে,mukute
মুকবুল,mukbul
মুইরাবো,mu͡i̯ɾɐbo
মু.,mu.
মীরেরটেক,miɾeɾtek
মীরুসহ,miɾuʃɔho
মীরা,miɾɐ
মীরগঞ্জ,miɾogɔnɟ
"মীর,","miɾ,"
মীমাংসিত,mimɐŋʃit̪
মীমাংসায়,mimɐŋʃɐʲ
মীজানুর,miɟɐnuɾ
মিয়ারচরে,miʲɐɾcoɾe
মিয়ামিতে।,miʲɐmit̪e।
মিয়াবাড়িতে,miʲɐbɐɽit̪e
মিয়ানমারেই,miʲɐnmɐɾe͡i̯
মিয়ানমারকেই,miʲɐnmɐɾke͡i̯
মিয়ানমারও,miʲɐnmɐɾo
"মিয়ানমার,","miʲɐnmɐɾ,"
মিয়াজী,miʲɐɟi
মিয়াজান,miʲɐɟɐn
মিয়াকুণ্ডু,miʲɐkundu
মিয়াও,miʲɐ͡o̯
মিস্ত্রীর,mist̪ɾiɾ
"মিস্ত্রি,","mist̪ɾi,"
মিস্টুরা,mistuɾɐ
মিসাইলের,misɐ͡i̯leɾ
মিসাইল,misɐ͡i̯l
মিসরের,miʃɔɾeɾ
মিসরে,misɾe
"মিসর,","miʃɔɾ,"
মিসর,miʃɔɾ
মিসবাহরা,misbɐhoɾɐ
মিসবাহউদ্দিন,misbɐho͡u̯d̪d̪in
মিসবা-উল।,miʃbɐ-ul।
মিসটি,misti
মিসগাইড,miʃgɐ͡i̯d
মিসকল,miskɔlo
মিষ্টিদ্রব্য,miʃtid̪ɾobbo
মিশ্রণটি,misɾonti
মিশেছে।,miʃecʰe।
মিশুক,miʃuk
মিশিগানে,miʃigɐne
মিশার,miʃɐɾ
মিশনও,miʃono
মিশতে,miʃt̪e
মিল্লাদ,millɐd̪
মিল্কী,milki
মিল্ক,milk
মিলেছে।,milecʰe।
মিলেই,mile͡i̯
মিলিয়েছে।,miliʲecʰe।
"মিলিয়েছে,","miliʲecʰe,"
মিলি।,mili।
মিলি,mili
মিলাররা,milɐɾɾɐ
মিলার,milɐɾ
মিলানোর,milɐnoɾ
মিলানের,milɐneɾ
মিলানকে,milɐnke
"মিলান,","milɐn,"
মিলাইলে,milɐ͡i̯le
মিলসহ,milʃɔho
মিলল,mill
মিলমালিকরাও,milmɐlikɾɐ͡o̯
মিলনে,milɔne
মিলনমেলায়।,milonmelɐʲ।
মিলনমেলার,milonmelɐɾ
মিলনমেলা,milonmelɐ
মিলনকে,milɔnke
মিলটি।,milti।
মিলছে।,milcʰe।
মিলগেট,milget
মিলওয়ার্ড,miloʷɐɾd
"মিল,","mil,"
মির্জামাঠ,miɾɟɐmɐtʰ
মির্জাপুরে।,miɾɟɐpuɾe।
মির্জা।,miɾɟɐ।
মিরেরময়দানস্থ,miɾeɾmɔʲd̪ɐnst̪ʰo
মিরাস,miɾɐʃ
মিরান,miɾɐn
মিরাজুল,miɾɐɟul
মিরাজনগর,miɾɐɟngoɾ
"মিরাজ,","miɾɐɟ,"
মিরপুর-ভেড়ামারায়,miɾpuɾ-bʱeɽɐmɐɾɐʲ
মিরন।,miɾon।
মিম।,mim।
মিম,mim
মিন্টুকে,mintuke
"মিন্টু,","mintu,"
মিনেসোটা,minesotɐ
মিনে,mine
মিনুসহ,minuʃɔho
মিনু।,minu।
মিনির,miniɾ
মিনিময়ের,minimɔʲeɾ
মিনিবাসে,mininɐʃe
মিনিবাসসহ,minibɐʃʃɔho
মিনিট্রাক,minitɾɐk
মিনিটেই,minite͡i̯
মিনিটে,minite
মিনিটসাতেক,minitʃɐt̪ek
মিনিটছয়েক,minitcʰɔʲek
মিনি,mini
মিনাস,minɐs
মিনারেলস্,minɐɾels
মিনারের,minɐɾeɾ
মিনারা,minɐɾɐ
মিনহাজউদ্দিনকে,minhɐɟo͡u̯d̪d̪inke
মিনতি,minot̪i
মিথেন,mit̪ʰen
মিথুনের,mit̪ʰuneɾ
মিথিলা,mit̪ʰilɐ
মিতালী,mit̪ɐli
মিতার,mit̪ɐɾ
মিতা,mit̪ɐ
মিতব্যয়ী,mit̪obboʲi
মিডিয়াটির,midiʲɐtiɾ
মিডিয়াকে,midiʲɐke
মিডলঅর্ডার,midlɔɾdɐɾ
মিডভ্যালিতে,midbʱɛlit̪e
মিডফিল্ডারকে,midpʰildɐɾke
মিডফিল্ডার।,midpʰildɐɾ।
মিডনাইট,midnɐ͡i̯t
মিঠুর,mitʰuɾ
মিঠুন,mitʰun
মিঠামইন,mitʰɐmin
মিঠাপুকুর,mitʰɐpukuɾ
মিঠাপানির,mitʰɐpɐniɾ
মিঠা,mitʰɐ
মিটিংয়ে,mitiŋʲe
মিটারের,mitɐɾeɾ
মিটারবিহীন,mitɐɾbihin
মিটামইন,mitɐmin
মিট,mit
মিজি,miɟi
মিজানুল,miɟɐnul
মিজানুরের,miɟɐnuɾeɾ
মিজানুরকে,miɟɐnuɾke
মিজানউদ্দিন।,miɟɐnud̪d̪in।
মিজান।,miɟɐn।
মিছিলসহকারে,micʰiloʃɔhokɐɾe
মিছিল।,micʰilo।
মিছিল-সমাবেশের,micʰilo-ʃɔmɐbeʃeɾ
মিছিল-সমাবেশকে,micʰilo-ʃɔmɐbeʃke
মিছিল-সমাবেশ,micʰilo-ʃɔmɐbeʃ
মিছবাহুর,micʰbɐhuɾ
মিচাইল,micɐ͡i̯l
মিখাইলকে,mikʰɐ͡i̯lke
মিক্স,mikʃo
মিকু,miku
মিকি,miki
মিকশ্চার,mikɔʃcɐɾ
মিউনিখকে,mi͡u̯nikʰke
মিইয়ে,mi͡i̯ʲe
মিংক,miŋk
মি,mi
মায়েরাও,mɐʲeɾɐ͡o̯
মায়াসহ,mɐʲɐʃɔho
মায়ামির,mɐʲɐmiɾ
মায়াকে,mɐʲɐke
মায়া।,mɐʲɐ।
"মায়া,","mɐʲɐ,"
মাড়িয়ে,mɐɽiʲe
মাড়ি,mɐɽi
মাড়াই,mɐɽɐ͡i̯
মাৎস্যবিজ্ঞান,mɐt̪ʃobiggɐn
মাহ্দী।,mɐd̪i।
মাহে,mɐhe
মাহিলারা,mɐhilɐɾɐ
মাহিমের,mɐhimeɾ
মাহিন।,mɐhin।
মাহিন,mɐhin
মাহারান।,mɐhɐɾɐn।
মাহামুদের,mɐhɐmud̪eɾ
মাহামুদুল,mɐhɐmud̪ul
মাহামুদা,mɐhɐmud̪ɐ
মাহাবুবুর,mɐhɐbubuɾ
"মাহাবুব,","mɐhɐbub,"
মাহাবুব,mɐhɐbub
মাহরেজের,mɐhoɾeɟeɾ
মাহমুদুন্নবী,mɐhmud̪unnobi
মাহমুদকে,mɐhmud̪ke
মাহমুদউল্লাহরা।,mɐhmud̪ullɐhoɾɐ।
মাহবুবুজ্জামান,mɐhobubuɟɟɐmɐn
মাহবুবউদ্দিন,mɐhobubud̪d̪in
মাহবুব।,mɐhobub।
মাহফুজের,mɐhpʰuɟeɾ
মাহফুজুল,mɐhpʰuɟul
মাহফুজার,mɐhpʰuɟɐɾ
মাহফুজাও,mɐhpʰuɟɐ͡o̯
মাহফুজা,mɐhpʰuɟɐ
মাহফুজ।,mɐhpʰuɟ।
মাহফিলকে,mɐhopʰilke
মাহফিল-পূর্ব,mɐhopʰil-puɾbo
মাহতাব,mɐhot̪ɐbo
মাহজাবিন,mɐhoɟɐbin
"মাস্তান,","mɐst̪ɐn,"
মাস্টার্সে,mɐstɐɾse
মাস্টারমাইন্ড,mɐstɐɾmɐ͡i̯nd
মাস্টারপিস।,mɐstɐɾpis।
মাস্টারপাড়ার,mɐstɐɾpɐɽɐɾ
মাস্টারপাড়া,mɐstɐɾpɐɽɐ
মাস্টার'কে,mɐstɐɾ'ke
মাসেরও,mɐʃeɾo
মাসে।,mɐʃe।
মাসুদুজ্জামান,mɐʃud̪uɟɟɐmɐn
মাসুদকে,mɐʃud̪ke
মাসুদও,mɐʃud̪o
মাসুকের,mɐʃukeɾ
মাসুকলার,mɐʃukɔlɐɾ
মাসুক,mɐʃuk
মাসিরাহ,mɐʃiɾɐh
মাসিমিলিয়ানো,mɐʃimiliʲɐno
মাসাধিকাল,mɐʃɐd̪ʱikɐl
মাসাকাদজার,mɐʃɐkɐd̪ɟɐɾ
মাসরাতে,mɐʃɾɐt̪e
মাসব্যাপী,mɐʃbɛpi
মাসদুয়েক,mɐʃd̪uʲek
মাসছয়েকমাঠের,mɐʃcʰɔʲo͡e̯kmɐtʰeɾ
মাসচেরানোর,mɐʃceɾɐnoɾ
মাসচেরানো।,mɐʃceɾɐno।
মাসউদুল,mɐʃo͡u̯d̪ul
মাসআলা-মাসায়েল,mɐʃɐlɐ-mɐʃɐʲel
মাস-খানেক,mɐʃ-kʰɐnek
মাষ্টার,mɐʃtɐɾ
মাশরুমে,mɐʃɾume
মাশরাফুলের,mɐʃɾɐpʰuleɾ
মাশরাফিদের।,mɐʃɾɐpʰid̪eɾ।
মাশরাফিদের,mɐʃɾɐpʰid̪eɾ
মালয়েশিয়ায়,mɐlɔʲeʃiʲɐʲ
মালয়েশিয়ান,mɐlɔʲeʃiʲɐn
"মালয়েশিয়া,","mɐlɔʲeʃiʲɐ,"
মালয়ালম,mɐlʲɐlom
মাল্টিটাস্ক,mɐltitɐsko
মালো,mɐlo
মালেকের,mɐlekeɾ
মালেককে,mɐlekke
"মালেক,","mɐlek,"
মালীর,mɐliɾ
মালির,mɐliɾ
মালিবাগ,mɐlibɐg
মালিনী,mɐlini
মালিথা,mɐlit̪ʰɐ
মালিঙ্গা,mɐliŋgɐ
মালিখালী,mɐlikʰɐli
মালিকানায়,mɐlikɐnɐʲ
মালিকানাধীন।,mɐlikɐnɐd̪ʱin।
মালিকরাও,mɐlikɾɐ͡o̯
মালিকরাই।,mɐlikɾɐ͡i̯।
মালিকদেরও,mɐlikd̪eɾo
মালিককেই,mɐlikke͡i̯
মালিক-ব্যবহারকারীর,mɐlik-bɛbohɐɾkɐɾiɾ
মালামালের,mɐlɐmɐleɾ
মালামালও,mɐlɐmɐlo
মালামাল।,mɐlɐmɐl।
"মালামাল,","mɐlɐmɐl,"
মালাবারের,mɐlɐbɐɾeɾ
মালাঞ্চা,mɐlɐncɐ
"মালাই,","mɐlɐ͡i̯,"
মালশাপাড়ায়,mɐlʃɐpɐɽɐʲ
মালমাল,mɐlmɐl
মালবিক,mɐlobik
মালপত্রও,mɐlpot̪ɾo͡o̯
মালপত্র,mɐlpot̪ɾo
মালদ্বীপে,mɐlod̪d̪ipe
মালদ্বীপকে,mɐlod̪d̪ipɔke
মালতিনগর।,mɐlt̪ingɔɾ।
"মালত,","mɐlot̪o,"
মালত,mɐlot̪o
মার্সেলোর,mɐɾseloɾ
মার্সেলো।,mɐɾselo।
"মার্সিডিজ,","mɐɾsidiɟ,"
মার্শের,mɐɾʃeɾ
মার্শাল।,mɐɾʃɐl।
মার্শাল,mɐɾʃɐl
মার্মা,mɐɾmɐ
মার্বেলের,mɐɾbeleɾ
মার্থা,mɐɾt̪ʰɐ
মার্টিনো,mɐɾtino
মার্টিনস,mɐɾtinʃ
মার্জিয়ারা।,mɐɾɟiʲɐɾɐ।
মার্জিত,mɐɾɟit̪o
মার্চের,mɐɾceɾ
মার্চপাস্টে,mɐɾcopɐste
মার্চ-,mɐɾco-
মার্গারিটার।,mɐɾgɐɾitɐɾ।
মার্কো,mɐɾke͡ɐ̯
মার্কেটিংয়ে,mɐɾketiŋʲe
মার্কেটপ্লেসে,mɐɾketplese
মার্কেটপ্লেস,mɐɾketples
মার্কেটগুলো।,mɐɾketgulo।
মার্কেটগুলো,mɐɾketgulo
মার্কিনিরা।,mɐɾkiniɾɐ।
মার্কিনিদের,mɐɾkinid̪eɾ
মার্কিনি,mɐɾkini
মার্কিনবিরোধী,mɐɾkinbiɾod̪ʱi
মার্কিননীতির,mɐɾkinnit̪iɾ
"মার্কিন,","mɐɾkin,"
মার্কার,mɐɾkɐɾ
মার্কাদো,mɐɾkɐd̪o
মার্কস,mɐɾks
মার্কলের,mɐɾkoleɾ
মার্করামের,mɐɾkɔɾɐmeɾ
মার্ক-আন্দ্রে,mɐɾk-ɐnd̪ɾe
মারেন,mɐɾen
মারুফুল,mɐɾupʰul
মারুফার,mɐɾupʰɐɾ
মারুফকে,mɐɾupʰke
"মারুফ,","mɐɾupʰ,"
মারিয়াস,mɐɾiʲɐs
মারিয়াম,mɐɾiʲɐm
মারিয়া।,mɐɾiʲɐ।
মারিতজা,mɐɾit̪ɔɟɐ
মারিও,mɐɾi͡o̯
মারামারিসহ,mɐɾɐmɐɾiʃɔho
মারাঠি,mɐɾɐtʰi
মারাও,mɐɾɐ͡o̯
মারাÍক,mɐɾɐk
মারা-,mɐɾɐ-
মারসুদি,mɐɾʃud̪i
মারমার,mɐɾmɐɾ
মারমা।,mɐɾmɐ।
মারমা,mɐɾmɐ
মারব,mɐɾbo
মারফতের,mɐɾpʰot̪eɾ
মারপিট,mɐɾpit
মারধোর,mɐɾd̪ʱoɾ
মারধরে,mɐɾd̪ʱoɾe
মারধরসহ,mɐɾd̪ʱɔɾʃɔho
মারধরও,mɐɾd̪ʱoɾo
মারত্মকভাবে,mɐɾt̪kbʱɐbe
মারণাস্ত্র,mɐɾonɐst̪ɾo
মারজিয়া,mɐɾɟiʲɐ
মারজাহান,mɐɾɟɐhɐn
মারছে।,mɐɾcʰe।
মামুনের,mɐmuneɾ
মামুনুলদের,mɐmunuld̪eɾ
মামুন?উর?রশিদ,mɐmun?uɾɔ?ɾoʃid̪
মামাশ্বশুর,mɐmɐʃʃoʃuɾ
