,Inflected_Word,POS,Lemma
13871,একমাত্র,CD,একমাত্র
13872,সিডিএমএ,NNP,সিডিএম
13873,মোবাইল,NNP,মোবা
13874,অপারেটর,NNP,অপারেটর
13875,আগষ্ট,NN,আগষ্ট
13876,২০১১,CD,তিন
13877,এর,PRP,এ
13878,হিসাব,NN,হিসাব
13879,অনুযায়ী,JJ,অনুযায়ী
13880,সিটিসেলের,NNP,সিটিসেল
13881,গ্রাহক,NN,গ্রাহ
13882,সংখ্যা,NN,সংখ্যা
13883,১,CD,ত
13884,৭৭৮,CD,তিত
13885,মিলিয়ন,NN,মিলিয়ন
13886,২০০৭,CD,উাঁয়া
13887,সালের,NN,সাল
13888,শেষের,NN,শেষ
13889,দিকে,IN,দিক
13890,সিটিসেল,NN,সিটিসেল
13891,নতুন,JJ,নতুন
13892,লোগো,NN,লোগা
13893,উন্মোচন,VB,উন্মোচন
13894,করে,VB,করা
13895,এ,DT,এ
13896,সময়,NN,সময়
13897,এর,PRP,এ
13898,গ্রাহক,NN,গ্রাহ
13899,সংখ্যা,NN,সংখ্যা
13900,ছিল,VB,ছিল
13901,৬,CD,
13902,লাখের,NN,লাখ
13903,কিছু,JJ,কিছু
13904,বেশী,JJ,বেশী
13905,কিন্তু,CC,কিন্তু
13906,৬,CD,
13907,নভেম্বর,NNP,নভেম্বর
13908,সিটিসেলের,NNP,সিটিসেল
13909,তরঙ্গ,NN,তরঙ্গ
13910,আবার,RB,আবার
13911,খুলে,VB,খোলা
13912,দেওয়া,VB,দেওয়া
13913,হয়,VB,হয়
13914,নাম্বারের,NN,নাম্বার
13915,ধরণ,NN,ধরণ
13916,সিটিসেল,NNP,সিটিসেল
13917,এর,PRP,এ
13918,নাম্বার,NN,নাম্বার
13919,শুরু,VB,শুরু
13920,হয়,VB,হয়
13921,০১১,CD,তির
13922,দিয়ে,IN,দাওয়া
13923,যেমন,CC,যেমন
13924,০১১,CD,তির
13925,১২৩৪৫৬৭৮,CD,ত্র্ত
13926,আছে,VB,আছে
13927,অনেক,JJ,অনেক
13928,গ্রাহক,NN,গ্রাহ
13929,সেবা,NN,সেবা
13930,কেন্দ্র,NN,কেন্দ্র
13931,পয়েন্ট,NN,পয়েন্ট
13932,মোবাইল,NN,মোবা
13933,ফোন,NN,ফোন
13934,বাংলাদেশে,NNP,বাংলাদেশ
13935,বর্তমানে,NN,বর্তমান
13936,৬টি,CD,ড
13937,মোবাইল,NN,মোবা
13938,ফোন,NN,ফোন
13939,কোম্পানি,NN,কোম্পানি
13940,আছে,VB,আছে
13941,স্থানীয়ভাবে,RB,স্থানীয়ভাব
13942,এটি,PRP,এ
13943,পিজি,NNP,পিজি
13944,হাসপাতাল,NNP,হাসপাতাল
13945,নামেই,NN,নাম
13946,বহুল,JJ,বহুল
13947,ব্যবহৃত,NN,ব্যবহৃত
13948,পরিচিত,VB,পরিচয়ত
13949,এর,PRP,এ
13950,প্রতিষ্ঠাতা,NN,প্রতিষ্ঠাতা
13951,উপাচার্য,NN,উপাচার্য
13952,ছিলেন,VB,ছিলেন
13953,অধ্যাপক,NN,অধ্যাপক
13954,কাদরী,NNP,কাদর
13955,এটি,PRP,এ
13956,একটি,DT,একটি
13957,সরকারী,JJ,সরকার
13958,বিশ্বদ্যিালয়,NN,বিশ্বদ্যিালয়
13959,মাদুর,NNP,মাদুর
13960,শিল্পের,NN,শিল্প
13961,জন্য,IN,জন্য
13962,এ,DT,এ
13963,উপজেলা,NN,উপজেলা
13964,প্রসিদ্ধ,JJ,প্রসিদ্ধ
13965,এ,DT,এ
13966,উপজেলার,NN,উপজেলা
13967,নশরতপুর,NN,নশরতপু
13968,ইউনিয়নের,NN,ইউনিয়ন
13969,শাঁওইল,NNP,শাঁ
13970,বাজার,NNP,বাজার
13971,তাঁত,NN,তাঁত
13972,শিল্পের,NN,শিল্প
13973,জন্য,IN,জন্য
13974,বিখ্যাত,JJ,বিখ্যাত
13975,প্রতি,IN,প্রতি
13976,কিলোমিটারে,NN,কিলোমিটার
13977,জনসংখ্যার,NN,জনসংখ্যা
13978,ঘনত্ব,NN,ঘনত্ব
13979,১,CD,ত
13980,১০৮,CD,তির
13981,জন,NN,জন
13982,আদমদিঘী,NN,আদমদিঘ
13983,উপজেলার,NN,উপজেলা
13984,মোট,NN,মোট
13985,ভোটার,NN,ভোট
13986,সংখ্যা,NN,সংখ্যা
13987,১,CD,ত
13988,৩১,CD,ে
13989,৯১৬,CD,তিঞ
13990,জন,NN,জন
13991,এর,PRP,এ
13992,মধ্যে,IN,মধ্য
13993,পুরুষ,NN,পুরুষ
13994,ভোটার,NN,ভোট
13995,৬৪,CD,ছ
13996,৬০৭,CD,তিত
13997,জন,NN,জন
13998,ও,CC,ও
13999,মহিলা,NN,মহিলা
14000,ভোটার,NN,ভোট
14001,৬৭,CD,ে
14002,৩০৯,CD,তির
14003,জন,NN,জন
14004,এছাড়া,NN,এছাড
14005,সরকারি,JJ,সরকার
14006,কলেজ,NN,কলেজ
14007,রয়েছে,VB,রওয়া
14008,১টি,CD,তি
14009,সান্তাহার,NN,সান্তাহার
14010,সরকারি,JJ,সরকার
14011,কলেজ,NN,কলেজ
14012,অর্থনীতি,NN,অর্থনীতি
14013,আদমদীঘির,NN,আদমদী
14014,অর্থনীতির,NN,অর্থনীতি
14015,প্রধান,JJ,প্রধান
14016,বিষয়,NN,বিষয়
14017,মৎস্য,NN,মৎস্য
14018,বেবসা,NN,বেবসা
14019,এখানে,RB,এখান
14020,রেনু,NNP,রেনু
14021,পোনা,NNP,পোনা
14022,বিক্রয়ের,VB,বিক্রয়
14023,জন্য,IN,জন্য
14024,নামকরা,NN,নামক
14025,প্রাচীন,RB,প্রাচীন
14026,পুন্ড,NNP,পুন্ড
14027,রাজ্যের,NN,রাজ্য
14028,রাজধানী,NN,রাজধানী
14029,পুন্ডবর্ধন,VB,পুন্ডবর্ধন
14030,হচ্ছে,VB,হওয়া
14031,বগুড়া,NN,বগুড়া
14032,জেলা,NN,জেলা
14033,সদর,NN,সদর
14034,হতে,IN,হতে
14035,দূরত্ব,NN,দূরত্ব
14036,০৭,CD,ে
14037,কিঃ,NN,কি
14038,মিঃ,NN,মি
14039,উপজেলার,NN,উপজেলা
14040,আয়তন,NN,আয়তন
14041,১৭৭,CD,তির
14042,৩৪,CD,ে
14043,বর্গ,CD,বর্গ
14044,কিলোমিটার,NN,কিলোমিটার
14045,তার,PRP,তার
14046,নামানুসারে,NN,নামানুসার
14047,এ,DT,এ
14048,অঞ্চলের,NN,অঞ্চল
14049,নাম,NN,নাম
14050,হয়েছে,VB,হওয়া
14051,বগড়া,NNP,বগড়া
14052,বা,CC,বা
14053,বগুড়া,NNP,বগুড়া
14054,বগুড়া,NNP,বগুড়া
14055,সদরে,NN,সদর
14056,২৫,CD,ে
14057,টি,DT,টি
14058,ইউনিয়ন,NN,ইউনিয়ন
14059,বা,CC,বা
14060,ওয়ার্ড,NN,ওয়ার্ড
14061,আছে,VB,আছে
14062,৩১০,CD,তির
14063,টি,DT,টি
14064,মৌজা,NN,মৌজা
14065,বা,CC,বা
14066,মহল্লা,NN,মহল্লা
14067,আছে,VB,আছে
14068,সর্বমোট,NN,সর্বমোট
14069,৩৪১টি,CD,ক্ষ
14070,গ্রাম,NN,গ্রাম
14071,আছে,VB,আছে
14072,সংসদীয়,NN,সংস্ন
14073,এলাকা,NN,এলাকা
14074,৪১,CD,ছা
14075,বগুড়া,NNP,বগুড়া
14076,৬,CD,
14077,বগুড়া,NNP,বগুড়া
14078,সদর,NN,সদর
14079,ইউনিয়নের,NN,ইউনিয়ন
14080,সংখ্যা,NN,সংখ্যা
14081,১১টি,CD,তি
14082,পৌরসভা,NN,পৌরসভা
14083,০১টি,CD,তি
14084,বগুড়া,NN,বগুড়া
14085,পৌরসভা,NN,পৌরসভা
14086,ক,NN,ক
14087,শ্রেণিভূক্ত,NN,শ্রেণগভূক্ত
14088,ধুনট,NNP,ধুন
14089,উপজেলা,NNP,উপজেলা
14090,ধুনট,NNP,ধুন
14091,বাংলাদেশের,NNP,বাংলাদেশ
14092,বগুড়া,NNP,বগুড়া
14093,জেলার,NNP,জেলা
14094,অন্তর্গত,VB,অন্তর্গত
14095,একটি,DT,একটি
14096,উপজেলা,NN,উপজেলা
14097,প্রশাসনিক,JJ,প্রশাসন
14098,এলাকা,NN,এলাকা
14099,এই,DT,এ
14100,উপজেলায়,NN,উপজেলা
14101,১০টি,CD,তি
14102,ইউনিয়ন,NN,ইউনিয়ন
14103,রয়েছে,VB,রওয়া
14104,ইউনিয়নগুলো,NN,ইউনিয়ন
14105,হলো,VB,হয়
14106,১১,CD,ে
14107,ধুনট,NNP,ধুন
14108,পৌরসভা,NNP,পৌরসভা
14109,এটি,PRP,এ
14110,বাংলাদেশের,NNP,বাংলাদেশ
14111,জাতীয়,JJ,জাতীয়
14112,সংসদের,NN,সংসর
14113,বগুড়া,NNP,বগুড়া
14114,৩,CD,ত্
14115,আসনের,NN,আসন
14116,অন্তর্গত,VB,অন্তর্গত
14117,এর,PRP,এ
14118,পূর্ব,RB,পূর্ব
14119,পাশ,NN,পাশ
14120,দিয়ে,IN,দাওয়া
14121,নাগর,NNP,নাগর
14122,নদী,NN,নদী
14123,বয়ে,NN,বয়
14124,গেছে,VB,যাওয়া
14125,দুপচাঁচিয়া,NNP,দুপচাঁচি
14126,বগুড়া,NNP,বগুড়া
14127,জেলার,NN,জেলা
14128,অন্যতম,RB,অন্যত
14129,বড়,JJ,বড়
14130,একটি,DT,একটি
14131,উপজেলা,NN,উপজেলা
14132,প্রশাসনিক,JJ,প্রশাসন
14133,এলাকা,NN,এলাকা
14134,দুপচাঁচিয়া,NNP,দুপচাঁচি
14135,পৌরসভা,NN,পৌরসভা
14136,২০০০,CD,উাঁয়া
14137,সালে,NN,সাল
14138,প্রতিষ্ঠা,NN,প্রতিষ্ঠা
14139,লাভ,VB,লাভ
14140,করে,VB,করা
14141,যা,DT,যা
14142,নয়টি,CD,নয়
14143,ওয়ার্ড,NN,ওয়ার্ড
14144,ও,CC,ও
14145,আটত্রিশটি,CD,আটত্রিশ
14146,মহল্লার,NN,মহল্লা
14147,সমন্বয়ে,NN,সমন্বয়
14148,গঠিত,VB,গঠিত
14149,পোস্ট,NN,পোস্ট
14150,অফিস,NN,অফিস
14151,আছে,VB,আছে
14152,১১,CD,ে
14153,টি,DT,টি
14154,যার,PRP,যা
14155,১,CD,ত
14156,৬০,CD,ে
14157,৮৯৪,CD,ত
14158,জন,NN,জন
14159,পুরুষ,NN,পুরুষ
14160,ও,CC,ও
14161,১৭৯,CD,তির
14162,২৯০,CD,তির
14163,জন,NN,জন
14164,নারী,NN,নারী
14165,প্রতি,IN,প্রতি
14166,কিলোমিটারে,NN,কিলোমিটার
14167,জনসংখ্যার,NN,জনসংখ্যা
14168,ঘনত্ব,NN,ঘনত্ব
14169,৯৯০,CD,তিত
14170,জন,NN,জন
14171,দুপচাঁচিয়া,NNP,দুপচাঁচি
14172,উপজেলার,NN,উপজেলা
14173,মোট,RB,মোট
14174,ভোটার,NN,ভোট
14175,সংখ্যা,NN,সংখ্যা
14176,১,CD,ত
14177,লাখ,NN,লাখ
14178,২৫,CD,ে
14179,হাজার,NN,হাজার
14180,৬৮৯,CD,তিত
14181,জন,NN,জন
14182,এর,PRP,এ
14183,মধ্যে,IN,মধ্য
14184,পুরুষ,NN,পুরুষ
14185,ভোটার,NN,ভোট
14186,৬১,CD,ে
14187,হাজার,NN,হাজার
14188,৮১৯,CD,তির
14189,জন,NN,জন
14190,ও,CC,ও
14191,মহিলা,NN,মহিলা
14192,ভোটার,NN,ভোট
14193,৬৩,CD,ে
14194,হাজার,NN,হাজার
14195,৮৭০,CD,তিত
14196,জন,JJ,জন
14197,গাবতলীকে,NNP,গাবতলী
14198,১৯৮৩,CD,তিত
14199,সালে,NN,সাল
14200,উপজেলায়,NN,উপজেলা
14201,উন্নিত,VB,উন্ন
14202,করা,VB,ক
14203,হয়,VB,হয়
14204,এটি,PRP,এ
14205,বগুড়া,NN,বগুড়া
14206,৭,CD,ত্
14207,সংসদীয়,NN,সংস্ন
14208,আসনের,NN,আসন
14209,অধীন,JJ,অধীন
14210,উপজেলার,NN,উপজেলা
14211,মোট,RB,মোট
14212,জনসংখ্যার,NN,জনসংখ্যা
14213,মধ্যে,IN,মধ্য
14214,১,CD,ত
14215,৫৯,CD,ে
14216,১৮৬,CD,তিঞ
14217,জন,NN,জন
14218,পুরুষ,NN,পুরুষ
14219,এবং,CC,এবং
14220,১,CD,ত
14221,৬০,CD,ে
14222,৪০২,CD,ছ
14223,জন,NN,জন
14224,মহিলা,NN,মহিলা
14225,প্রতি,IN,প্রতি
14226,বর্গ,CD,বর্গ
14227,কিলোমিটার,RB,কিলোমিটার
14228,জনসংখ্যা,NN,জনসংখ্যা
14229,ঘনত্ব,NN,ঘনত্ব
14230,১৩৩৪,CD,তে
14231,জন,NN,জন
14232,জনসংখ্যা,NN,জনসংখ্যা
14233,বৃদ্ধির,NN,বৃদ্ধি
14234,হার,NN,হার
14235,১০,CD,ে
14236,১৩,CD,ে
14237,বিদ্যুৎ,JJ,বিদ্যুৎ
14238,উপজেলার,NN,উপজেলা
14239,১১,CD,ে
14240,টি,DT,টি
14241,ইউনিয়নেই,NN,ইউনিয়ন
14242,বিদ্যুৎ,NN,বিদ্যুৎ
14243,সুবিধা,NN,সুবিধা
14244,বিদ্যামান,VB,বিদ্যামান
14245,মোট,RB,মোট
14246,জনসংখ্যার,NN,জনসংখ্যা
14247,৪৬,CD,গ
14248,২,CD,
14249,লোক,NN,লোক
14250,বিদ্যুৎ,NN,বিদ্যুৎ
14251,সুবিধার,NN,সুবিধা
14252,আওতায়,VB,আওতা
14253,আছে,VB,আছে
14254,যোগাযোগ,NN,যোগাযোগ
