,word,ipa,cnt
25356,প্রেসিডিয়ামের,pɾesɪdɪʲɐmeɾ,1
25357,প্রেসারে,pɾeʃɐɾe,1
25358,প্রেসক্রিপশনের,pɾeskɾɪpʃoneɾ,1
25359,প্রেসক্রিপশন,pɾeskɾɪpʃon,1
25360,প্রেসকে,pɾeske,1
25361,প্রেষনের,pɾeʃoneɾ,1
25362,প্রেরণে,pɾeɾone,1
25363,প্রেরণাদায়ক,pɾeɾonɐd̪ɐʲok,1
25364,প্রেরকের,pɾeɾkeɾ,1
25365,প্রেমে।,pɾeme।,1
25366,প্রেমিকের,pɾemɪkeɾ,1
25367,প্রেমিকাকে,pɾemɪkɐke,1
25368,প্রেমিকা।,pɾemɪkɐ।,1
25369,প্রেমিকরা,pɾemɪkɔɾɐ,1
25370,প্রেমানুভূতি,pɾemɐnubʱut̪ɪ,1
25371,প্রেমসংক্রান্ত,pɾemʃɔŋkɾɐnt̪o,1
25372,প্রেমময়ের,pɾemmɔʲeɾ,1
25373,প্রেমচাঁদের,pɾemcɐ̃d̪eɾ,1
25374,"প্রেম,","pɾem,",1
25375,প্রেগনেন্সির,pɾegnensɪɾ,1
25376,প্রেক্ষাপটেই,pɾekkʰɐpɔte͡ɪ̯,1
25377,প্রেক্ষাপটটিও,pɾekkʰɐpɔttɪo,1
25378,প্রেক্ষাগৃহগুলোতে,pɾekkʰɐgɾɪhogulot̪e,1
25379,প্রীতি।,pɾɪt̪ɪ।,1
25380,প্রীতি,ɛkd̪ɪneɾ,1
25381,প্রীতম,pɾɪt̪ɔm,1
25382,প্রিয়াঙ্কাও,pɾɪʲɐŋkɐo,1
25383,প্রিয়ভাষিণীর,pɾɪʲobʱɐʃɪnɪɾ,1
25384,প্রিয়ভাজন,pɾɪʲobʱɐɟon,1
25385,প্রিয়জনের,pɾɪʲoɟɔneɾ,1
25386,প্রিয়জনদের,pɾɪʲoɟɔnd̪eɾ,1
25387,প্রিয়ঙ্কাকে।,pɾɪʲoŋkɐke।,1
25388,প্রিয়।,pɾɪʲo।,1
25389,প্রিমিয়ার,bɔɽocɔo̯nɐ,1
25390,প্রিমিয়াম,pɾɪmɪʲɐm,1
25391,প্রিন্স।,pɾɪns।,1
25392,প্রিন্টের।,pɾɪnteɾ।,1
25393,প্রিন্টিংয়ের,pɾɪntɪŋʲeɾ,1
25394,"প্রিন্টিং,","pɾɪntɪŋ,",1
25395,প্রিন্টিং,pɾɪntɪŋ,1
25396,প্রিন্টার,pɾɪntɐɾ,1
25397,প্রিন্টসহ,pɾɪntʃɔho,1
25398,প্রিন্ট।,pɾɪnt।,1
25399,প্রিতম,pɾɪt̪ɔm,1
25400,প্রিজমা,pɾɪzmɐ,1
25401,প্রিওরি,pɾɪ͡o̯ɾɪ,1
25402,প্রি-কোয়ালিফিকেশন,pɾɪ-koʷɐlɪpʰɪkeʃɔn,1
25403,প্রাসাদের,pɾɐʃɐd̪eɾ,1
25404,"প্রাসাদ,","pɾɐʃɐd̪,",1
25405,প্রাসাদ,pɾɐʃɐd̪,1
25406,প্রাসাটাস,pɾɐʃɐtɐʃ,1
25407,প্রাসঙ্গিক,pɾɐʃoŋgɪk,1
25408,প্রার্থীরাও,pɾɐɾt̪ʰɪɾɐo,1
25409,প্রার্থিতার,pɾɐɾt̪ʰɪt̪ɐɾ,1
25410,প্রার্থনার,pɾɐɾt̪ʰonɐɾ,1
25411,প্রার্থনা-,pɾɐɾt̪ʰonɐ-,1
25412,প্রামানিকের,pɾɐmɐnɪkeɾ,1
25413,"প্রামানিক,","pɾɐmɐnɪk,",1
25414,প্রামাণ্যচিত্রটিও,pɾɐmɐnnocɪt̪ɾotɪo,1
25415,প্রামাণ্যচিত্র,pɾɐmɐnnocɪt̪ɾo,1
25416,"প্রামাণিক,","pɾɐmɐnɪk,",1
25417,প্রাপ্যতার,pɾɐppot̪ɐɾ,1
25418,প্রাপ্তির,pɾɐpt̪ɪɾ,1
25419,"প্রাপ্তি,","pɾɐpt̪ɪ,",1
25420,প্রাপ্তরা,pɾɐpt̪oɾɐ,1
25421,প্রান্তকে,pɾɐnt̪oke,1
25422,প্রানতোষ,pɾɐnt̪oʃ,1
25423,প্রাধান্যটাও,pɾɐd̪ʱɐnnotɐo̯,1
25424,প্রাদুর্ভাব।,pɾɐd̪uɾbʱɐb।,1
25425,প্রাথমিকে,pɾɐt̪ʰomɪke,1
25426,প্রাথমিকভাবেই,pɾɐt̪ʰomɪkbʱɐbeɪ̯,1
25427,প্রাতিষ্ঠানিকভাবে,pɾɐt̪ɪʃtʱɐnɪkbʱɐbe,1
25428,প্রাত,pɾɐt̪,1
25429,প্রাণোচ্ছল,pɾɐnoccʰɔl,1
25430,প্রাণীদের,pɾɐnɪd̪eɾ,1
25431,প্রাণীটি,pɾɐnɪtɪ,1
25432,প্রাণীকে,pɾɐnɪke,1
25433,প্রাণীই,pɾɐnɪɪ,1
25434,প্রাণী।,pɾɐnɪ।,1
25435,"প্রাণী,","pɾɐnɪ,",1
25436,প্রাণিবিজ্ঞান,pɾɐnɪbɪggɐn,1
25437,প্রাণরক্ষায়,pɾɐnɾɔkkʰɐe̯,1
25438,প্রাণভয়ে,pɾɐnbʱɔʲe,1
25439,প্রাণভিক্ষার,pɾɐnbʱɪkkʰɐɾ,1
25440,প্রাণবৈচিত্র্য।,pɾɐnboɪ̯cɪt̪ɾo।,1
25441,প্রাণবন্ত,pɾɐnobɔnt̪o,1
25442,প্রাণপণ,pɾɐnpɔn,1
25443,প্রাণতোষ,pɾɐnt̪oʃ,1
25444,প্রাণখোলা,pɾɐnkʰolɐ,1
25445,প্রাণকেন্দ্রে,pɾɐnkend̪ɾe,1
25446,প্রাণকেন্দ্র।,pɾɐnkend̪ɾo।,1
25447,প্রাণ-আরএফএল,pɾɐn-ɐɾefel,1
25448,প্রাচ্যকলার,pɾɐccokɔlɐɾ,1
25449,প্রাচ্যকলা,pɾɐccokɔlɐ,1
25450,প্রাঙ্গণসহ,pɾɐŋgonʃɔho,1
25451,প্রাঙ্গণ।,pɾɐŋgon।,1
25452,প্রাঙ্গ,pɾɐŋgo,1
25453,প্রাক্কালে,pɾɐkkɐle,1
25454,প্রাকৃতিকভাবে,pɾɐkɾɪt̪ɪkbʱɐbe,1
25455,প্রাকৃতিক,ɟe,1
25456,প্রাককথনে,pɾɐkkɔt̪ʰone,1
25457,প্রাক-নিবন্ধন,pɾɐk-nɪbɔnd̪ʱon,1
25458,প্রাইস,pɾɐɪ̯s,1
25459,প্রাইম,pɾɐɪ̯m,1
25460,প্রাইভেটকারটিকে,pɾɐɪ̯vetkɐɾtɪke,1
25461,প্রাইজমানির,pɾɐɪ̯ɟmɐnɪɾ,1
25462,প্রাং-এর,pɾɐŋ-eɾ,1
25463,প্রহার,pɾohɐɾ,1
25464,প্রহাদ,pɾohɐd̪,1
25465,প্রহরের,pɾohoɾeɾ,1
25466,প্রহরেই,pɾohoɾe͡ɪ̯,1
25467,প্রহরায়,pɾohoɾɐe̯,1
25468,প্রহরা,pɾohoɾɐ,1
25469,প্রস্ফুটিত,pɾospʰutɪt̪o,1
25470,প্রস্তুতের,pɾost̪ut̪eɾ,1
25471,প্রস্তুতিমূলক,pɾost̪ut̪ɪmulok,1
25472,প্রস্তুতিবিষয়ক,pɾost̪ut̪ɪbɪʃɔʲok,1
25473,প্রস্তুতি।,pɾost̪ut̪ɪ।,1
25474,প্রস্তুতকারী,pɾost̪ut̪kɐɾɪ,1
25475,প্রস্তুতকারক,pɾost̪ut̪kɐɾok,1
25476,প্রস্তাবে।,pɾost̪ɐbe।,1
25477,প্রস্তাবগুলোর,pɾost̪ɐbguloɾ,1
25478,প্রস্তাব।,pɾost̪ɐb।,1
25479,প্রস্টেটসহ,pɾotestʃɔho,1
25480,"প্রসেসিং,","pɾosesɪŋ,",1
25481,প্রসেসিং,pɾosesɪŋ,1
25482,প্রসেনজিৎ,pɾoʃenɟɪt̪,1
25483,প্রসূতির,pɾoʃut̪ɪɾ,1
25484,প্রসূতি।,pɾoʃut̪ɪ।,1
25485,"প্রসূতি,","pɾoʃut̪ɪ,",1
25486,প্রসুতির,pɾoʃut̪ɪɾ,1
25487,প্রসিকিউটররা,pɾosɪkɪu̯tɔɾɾɐ,1
25488,প্রসারের,pɾoʃɐɾeɾ,1
25489,প্রসারিত,pɾoʃɐɾɪt̪o,1
25490,প্রসাবও,pɾoʃɐbo,1
25491,প্রসাধনী,pɾoʃɐd̪ʱonɪ,1
25492,প্রসাধনি,pɾoʃɐd̪ʱonɪ,1
25493,প্রসাদপুরের,upoɟelɐɾ,1
25494,প্রসাদ,pɾoʃɐd̪,1
25495,প্রসঙ্গত,pɾoʃɔŋgɔt̪o,1
25496,প্রসঙ্গটি।,pɾoʃɔŋgotɪ।,1
25497,প্রসঙ্গটি,pɾoʃɔŋgotɪ,1
25498,প্রসঙ্গ।,pɾoʃɔŋgo।,1
25499,প্রসঙ্গ,pɾoʃɔŋgo,1
25500,প্রশয়,pɾoʃɔʲo,1
25501,প্রশ্নবানে,pɾoʃnobɐne,1
25502,"প্রশ্নবদ্ধি,","pɾoʃnobɪd̪d̪ʱo,",1
25503,প্রশ্নফাঁসের,pɾoʃnopʰɐ̃ʃeɾ,1
25504,প্রশ্নটির,pɾoʃnotɪɾ,1
25505,প্রশ্নটি,pɾoʃnotɪ,1
25506,প্রশ্নগুলোর,pɾosnguloɾ,1
25507,প্রশ্নগুলো,pɾosngulo,1
25508,প্রশ্নও,pɾoʃno,1
25509,"প্রশ্ন,","pɾoʃno,",1
25510,প্রশিক্ষাণার্থীদের,pɾoʃɪkkʰɐnɐɾt̪ʰɪd̪eɾ,1
25511,প্রশিক্ষণসহ,pɾoʃɪkkʰonʃɔho,1
25512,প্রশিক্ষণকে,pɾoʃɪkkʰonke,1
25513,প্রশিক্ষণকালে,pɾoʃɪkkʰonkɐle,1
25514,প্রশিক্ষণও,pɾoʃɪkkʰono,1
25515,প্রশিক্ষকবৃন্দ,pɾoʃɪkkʰokbɾɪnd̪o,1
25516,প্রশিক্ষকই,pɾoʃɪkkʰokɪ,1
25517,প্রশাসনের,o,1
25518,প্রশাসনই,pɾoʃɐʃonɪ,1
25519,প্রশাসন-সরকার,pɾoʃɐʃon-ʃɔɾkɐɾ,1
25520,প্রশাসকসহ,pɾoʃɐʃokʃɔho,1
25521,প্রশাসকগণ।,pɾoʃɐʃokgɔn।,1
25522,প্রশান্তির,pɾoʃɐnt̪ɪɾ,1
25523,প্রশান্ত,pɾoʃɐnt̪o,1
25524,প্রশমনের,pɾoʃomoneɾ,1
25525,প্রশংসিতও,pɾoʃoŋʃɪt̪o,1
25526,প্রশংসা।,pɾoʃoŋʃɐ।,1
25527,প্রলুব্ধ,pɾolubd̪ʱo,1
25528,প্ররোচিত,pɾoɾocɪt̪o,1
25529,প্ররোচনা,pɾoɾocɔnɐ,1
25530,প্রযোজিত।,pɾoɟoɟɪt̪o।,1
25531,প্রযোজনাটির,pɾoɟoɟɔnɐtɪɾ,1
25532,প্রযোজনা।,pɾoɟoɟonɐ।,1
25533,প্রযোজকের,pɾoɟoɟokeɾ,1
25534,প্রযোজকও,pɾoɟoɟoko,1
25535,প্রযুক্তিসম্পন্ন,pɾoɟukt̪ɪʃɔmponno,1
25536,প্রযুক্তিময়,pɾoɟukt̪ɪmɔe̯,1
25537,প্রযুক্তিবিষয়ক,pɾoɟukt̪ɪbɪʃɔʲok,1
25538,প্রযুক্তিবিদ,pɾoɟukt̪ɪbɪd̪,1
25539,প্রযুক্তিতেও,pɾoɟukt̪ɪt̪eo,1
25540,প্রযুক্তিতে,pɾoɟukt̪ɪt̪e,1
25541,প্রযুক্তি।,pɾoɟukt̪ɪ।,1
25542,প্রয়োজন।,pɾoʲoɟon।,1
25543,প্রয়োজন,pɾoʲoɟon,1
25544,প্রমোশনাল,pɾomoʃonɐl,1
25545,প্রমোদ,pɾomod̪,1
25546,প্রমাদ,pɾomɐd̪,1
25547,প্রমাণের,pɾomɐneɾ,1
25548,প্রমাণিত।,pɾomɐnɪt̪o।,1
25549,প্রমাণাদি,pɾomɐnɐd̪ɪ,1
25550,প্রভোস্টের,pɾobʱosteɾ,1
25551,প্রভুর,pɾobʱuɾ,1
25552,প্রভুদেবা,pɾobʱud̪ebɐ,1
25553,প্রভিশন,pɾobʱɪʃɔn,1
25554,প্রভিডেন্ট,pɾobʱɪdent,1
25555,প্রভাসেরই,pɾobʱɐʃeɾɪ,1
25556,প্রভাবিত।,pɾobʱɐbɪt̪o।,1
25557,প্রভাবাধীন,pɾobʱɐbɐd̪ʱɪn,1
25558,প্রভাবশালীরা।,pɾobʱɐbʃɐlɪɾɐ।,1
25559,প্রভাবশালীর,pɾobʱɐbʃɐlɪɾ,1
25560,প্রভাবমুক্ত,pɾobʱɐbmukt̪o,1
25561,প্রভাবক,pɾobʱɐbɔk,1
25562,প্রভাব।,pɾobʱɐb।,1
25563,প্রভাতের,pɾobʱɐt̪eɾ,1
25564,প্রভাতী,ʃuɟɐnɔgoɾe,1
25565,প্রভাতী,pɾobʱɐt̪ɪ,1
25566,প্রভাতফেরিটি,pɾobʱɐt̪pʰeɾɪtɪ,1
25567,প্রভাত।,pɾobʱɐt̪।,1
25568,প্রভা,pɾobʱɐ,1
25569,প্রবেশপথে,pɾobeʃpɔt̪ʰe,1
25570,প্রবেশপথ,pɾobeʃpɔt̪ʰ,1
25571,প্রবেশপত্রের,pɾobeʃpot̪ɾeɾ,1
25572,প্রবেশপত্র,pɾobeʃpɔt̪ɾo,1
25573,"প্রবেশ,","pɾobeʃ,",1
25574,প্রবৃদ্ধিতে,pɾobɾɪd̪d̪ʱɪt̪e,1
25575,প্রবৃত্তি,pɾobɾɪt̪t̪ɪ,1
25576,প্রবীর,pɾobɪɾ,1
25577,প্রবীণ-নবীন,pɾobɪno-nobɪn,1
25578,প্রবাসীকল্যাণ,pɾobɐʃɪkɔlɛn,1
25579,প্রবাস,pɾobɐʃ,1
25580,প্রবাবিলিটি,pɾobɐbɪlɪtɪ,1
25581,প্রবল।,pɾobɔl।,1
25582,"প্রবল,","pɾobɔl,",1
25583,প্রবন্ধের,pɾobɔnd̪ʱeɾ,1
25584,প্রবন্ধে,pɾobɔnd̪ʱe,1
25585,প্রবক্তা।,pɾobokt̪ɐ।,1
25586,প্রধান্য,pɾod̪ʱɐnno,1
25587,প্রধানসহ,pɾod̪ʱɐnʃɔho,1
25588,প্রধানমন্ত্রীও,pɾod̪ʱɐnmont̪ɾɪo,1
25589,প্রধানমন্ত্রীই,pɾod̪ʱɐnmont̪ɾɪɪ̯,1
25590,প্রধানমন্ত্রী'।,pɾod̪ʱɐnmont̪ɾɪ'।,1
25591,প্রধানমন্ত্রিত্বের,pɾod̪ʱɐnmont̪ɾɪt̪t̪eɾ,1
25592,প্রধানমন্ত্রিত্বকে,pɾod̪ʱɐnmont̪ɾɪt̪t̪oke,1
25593,প্রধানভাবে,pɾod̪ʱɐnbʱɐbe,1
25594,প্রধানকেও,pɾod̪ʱɐnke͡o̯,1
25595,প্রধান,bɪd̪d̪ɐlɔʲeɾ,1
25596,প্রদ্ধতির,pɾod̪d̪ʱot̪ɪɾ,1
25597,প্রদেশে।,pɾod̪eʃe।,1
25598,প্রদেশে,pɾod̪eʃe,1
25599,প্রদেশটি,pɾod̪eʃtɪ,1
25600,প্রদেশ,pɾod̪eʃ,1
25601,প্রদাহের,pɾod̪ɐheɾ,1
25602,প্রদাহ,pɾod̪ɐho,1
25603,প্রদানেন্দু,pɾod̪ɐnend̪u,1
25604,প্রদানকালে,pɾod̪ɐnkɐle,1
25605,প্রদান।,pɾod̪ɐn।,1
25606,প্রদর্শনীসহ,pɾod̪oɾʃonɪʃɔho,1
25607,প্রদর্শনীতে।,pɾod̪oɾʃonɪt̪e।,1
25608,প্রদর্শনীটি,pɾod̪oɾʃonɪtɪ,1
25609,প্রদর্শনীগুলোর,pɾod̪oɾʃonɪguloɾ,1
25610,প্রদর্শনী।,pɾod̪ɔɾʃonɪ।,1
25611,"প্রদর্শনী,","pɾod̪ɔɾʃonɪ,",1
25612,প্রদর্শনী,cɐɾukɔlɐ,1
25613,প্রদক্ষিন,pɾod̪okkʰɪn,1
25614,প্রথমে।,pɾot̪ʰome।,1
25615,প্রথমে,ʃund̪oɾbonɪ,1
25616,প্রথমার্ধেই,pɾot̪ʰomɐɾd̪ʱeɪ̯,1
25617,প্রথমবর্ষের,pɾot̪ʰombɔɾʃeɾ,1
25618,প্রথমপত্রের,pɾot̪ʰompɔt̪ɾeɾ,1
25619,প্রথমদিনের,pɾot̪ʰomd̪ɪneɾ,1
25620,প্রথমদিনটিকে,pɾot̪ʰomd̪ɪntɪke,1
25621,প্রথমত,pɾot̪ʰomɔt̪o,1
25622,প্রথমটি।,pɾot̪ʰomtɪ।,1
25623,প্রথমও,pɾot̪ʰomo,1
25624,প্রথম।,pɾot̪ʰom।,1
25625,প্রথম,bɪpɔkkʰe,1
25626,প্রত্যয়নপত্রসহ,pɾot̪t̪oʲonpot̪ɾoʃɔho,1
25627,প্রত্যয়নপত্র,pɾot̪t̪ɔʲonpot̪ɾo,1
25628,প্রত্যয়ও,pɾot̪t̪oʲo,1
25629,প্রত্যেকেরই,pɾot̪t̪ekeɾɪ,1
25630,প্রত্যেকেই।,pɾot̪t̪ekeɪ̯।,1
25631,প্রত্যেকেই,pɾot̪t̪ekeɪ̯,1
25632,প্রত্যেকবারই,pɾot̪t̪ekbɐɾɪ,1
25633,প্রত্যেকটিই,pɾot̪t̪ektɪ͡ɪ̯,1
25634,প্রত্যাহারে,pɾot̪t̪ɐhɐɾe,1
25635,প্রত্যাহারপত্র,pɾot̪t̪ɐhɐɾpot̪ɾo,1
25636,প্রত্যাহারকৃতরা,pɾot̪t̪ɐhɐɾkɾɪt̪oɾɐ,1
25637,প্রত্যাশাও,pɾot̪t̪ɐʃɐo,1
25638,"প্রত্যাশা,","pɾot̪t̪ɐʃɐ,",1
25639,প্রত্যাবাসনে,pɾot̪t̪ɐbɐʃne,1
25640,প্রত্যাবসনে,pɾot̪t̪ɐboʃɔne,1
25641,প্রত্যাবর্তনের,pɾot̪t̪ɐbɔɾt̪oneɾ,1
25642,প্রত্যাবর্তনেও,pɾot̪t̪ɐbɔɾt̪oneo̯,1
25643,প্রত্যাখান,pɾot̪t̪ɐkʰɐn,1
25644,প্রত্যক্ষভাবে,pɾot̪t̪okkʰobʱɐbe,1
25645,প্রত্যক্ষদ্ধদর্শী,pɾot̪t̪okkʰod̪d̪ʱod̪ɔɾʃɪ,1
25646,প্রত্যক্ষদর্শীকে।,pɾot̪t̪okkʰod̪ɔɾʃɪke।,1
25647,প্রতীয়মান।,pɾot̪ɪʲomɐn।,1
25648,প্রতীক্ষিত,pɾot̪ɪkkʰɪt̪o,1
25649,প্রতীক্ষার,pɾot̪ɪkkʰɐɾ,1
25650,প্রতীকেও,pɾot̪ɪkeo,1
25651,প্রতীকী,pɾot̪ɪkɪ,1
25652,প্রতীকও,pɾot̪ɪko,1
25653,প্রতীক।,pɾot̪ɪk।,1
25654,প্রতিহিংসাপরায়ণ,pɾot̪ɪhɪŋʃɐpɔɾɐʲon,1
25655,প্রতিহতেরও,pɾot̪ɪhɔt̪eɾo,1
25656,প্রতিষ্ঠালগ্ন,pɾot̪ɪʃtʱɐlɔgno,1
25657,প্রতিষ্ঠাবার্ষিকীর,pɾot̪ɪʃtʱɐbɐɾʃɪkɪɾ,1
25658,প্রতিষ্ঠানেও,pɾot̪ɪʃtʱɐneo̯,1
25659,প্রতিষ্ঠানে।,pɾot̪ɪʃtʱɐne।,1
25660,প্রতিষ্ঠানে,ʃɪkkʰɐ,1
25661,প্রতিষ্ঠানসহ,pɾot̪ɪʃtʱɐnʃɔho,1
25662,প্রতিষ্ঠানসমূহ,pɾot̪ɪʃtʰɐnʃɔmuho,1
25663,প্রতিষ্ঠানভিত্তিক,pɾot̪ɪʃtʱɐnbʱɪt̪t̪ɪk,1
25664,প্রতিষ্ঠানবিরোধিতার,pɾot̪ɪʃtʱɐnbɪɾod̪ʱɪt̪ɐɾ,1
25665,প্রতিষ্ঠানটিকে,pɾot̪ɪʃtʱɐntɪke,1
25666,প্রতিষ্ঠানগুলো।,pɾot̪ɪʃtʱɐngulo।,1
25667,প্রতিষ্ঠানও।,pɾot̪ɪʃtʱɐno।,1
25668,প্রতিষ্ঠানই,pɾot̪ɪʃtʱɐnɪ,1
25669,প্রতিষ্ঠাতা।,pɾot̪ɪʃtʱɐt̪ɐ।,1
25670,প্রতিষ্ঠাকালীন,pɾot̪ɪʃtʱɐkɐlɪn,1
25671,প্রতিষ্ঠনটি।,pɾot̪ɪʃtʱontɪ।,1
25672,প্রতিশ্রুতির,pɾot̪ɪsɾut̪ɪɾ,1
25673,প্রতিশ্রুতিগুলো,pɾot̪ɪsɾut̪ɪgulo,1
25674,প্রতিশ্রুত,pɾot̪ɪsɾut̪o,1
25675,প্রতিশোধের,pɾot̪ɪʃod̪ʱeɾ,1
25676,প্রতিশোধও,pɾot̪ɪʃod̪ʱo,1
25677,প্রতিরোধসংক্রান্ত,pɾot̪ɪɾod̪ʱʃɔŋkɾɐnt̪o,1
25678,প্রতিরক্ষামন্ত্রীর,pɾot̪ɪɾɔkkʰɐmɔnt̪ɾɪɾ,1
25679,প্রতিরক্ষামন্ত্রী,pɾot̪ɪɾɔkkʰɐmɔnt̪ɾɪ,1
25680,প্রতিযোগীকে,pɾot̪ɪɟogɪke,1
25681,প্রতিযোগী,pɾot̪ɪɟogɪ,1
25682,প্রতিযোগিতায়।,pɾot̪ɪɟogɪt̪ɐe̯।,1
25683,প্রতিযোগিতামূলক,pɾot̪ɪɟogɪt̪ɐmulok,1
25684,প্রতিযোগিতাও।,pɾot̪ɪɟogɪt̪ɐo।,1
25685,প্রতিযোগিতা।,kɾɪɽɐ,1
25686,প্রতিযোগিতা,kɾɪɽɐ,1
25687,প্রতিমাসের,pɾot̪ɪmɐʃeɾ,1
25688,প্রতিমাসে,pɾot̪ɪmɐʃe,1
25689,প্রতিমা।,pɾot̪ɪmɐ।,1
25690,প্রতিমা,pɾot̪ɪmɐ,1
25691,প্রতিমন্ত্রী।,pɾot̪ɪmont̪ɾɪ।,1
25692,প্রতিমন্ত্রী,ɾɐkʰen,1
25693,প্রতিভার,pɾot̪ɪbʱɐɾ,1
25694,প্রতিভাধর,pɾot̪ɪbʱɐd̪ʱɔɾ,1
25695,প্রতিবেশী-পরিজনরা।,pɾot̪ɪbeʃɪ-poɾɪɟonɾɐ।,1
25696,প্রতিবেশ।,pɾot̪ɪbeʃ।,1
25697,প্রতিবেন,pɾot̪ɪben,1
25698,প্রতিবেদনগুলোতে,pɾot̪ɪbed̪ongulot̪e,1
25699,"প্রতিবেদন,","pɾot̪ɪbed̪ɔn,",1
25700,প্রতিবেদক,pɾot̪ɪbed̪ok,1
25701,প্রতিবারের,pɾot̪ɪbɐɾeɾ,1
25702,প্রতিবারই,pɾot̪ɪbɐɾɪ,1
25703,প্রতিবাদ-প্রতিরোধের,pɾot̪ɪbɐd̪-pɾot̪ɪɾod̪ʱeɾ,1
25704,প্রতিবন্ধীও,pɾot̪ɪbɔnd̪ʱɪ͡o̯,1
25705,"প্রতিবন্ধী,","pɾot̪ɪbɔnd̪ʱɪ,",1
25706,প্রতিবন্ধকতা-,pɾot̪ɪbɔnd̪ʱokɔt̪ɐ-,1
25707,প্রতিবছরই,pɾot̪ɪbɔcʰoɾɪ,1
25708,প্রতিফলন।,ɪccʰɐɾɪ,1
25709,প্রতিফলন,pɾot̪ɪpʰolon,1
25710,প্রতিপালন,pɾot̪ɪpɐlon,1
25711,প্রতিপালকের,pɾot̪ɪpɐlokeɾ,1
25712,প্রতিপাদ্য,pɾot̪ɪpɐd̪d̪o,1
25713,প্রতিপক্ষে,pɾot̪ɪpɔkkʰe,1
25714,প্রতিপক্ষদের,pɾot̪ɪpɔkkʰod̪eɾ,1
25715,প্রতিনিয়তই,pɾot̪ɪnɪʲot̪oɪ,1
25716,প্রতিনিধিহবিগঞ্জের,pɾot̪ɪnɪd̪ʱɪhobɪgɔnɟeɾ,1
25717,প্রতিনিধিস্কুল,pɾot̪ɪnɪd̪ʱɪskul,1
25718,প্রতিনিধিলক্ষ্মীপুরে,pɾot̪ɪnɪd̪ʱɪlokkʰɪpuɾe,1
25719,প্রতিনিধিরা।,pɾot̪ɪnɪd̪ʱɪɾɐ।,1
25720,প্রতিনিধির,pɾot̪ɪnɪd̪ʱɪɾ,1
25721,প্রতিনিধিমেহেরপুরের,meheɾpuɾ,1
25722,প্রতিনিধিমহান,pɾot̪ɪnɪd̪ʱɪmɔhɐn,1
25723,প্রতিনিধিফরিদগঞ্জে,pɾot̪ɪnɪd̪ʱɪpʰoɾɪd̪gɔnɟe,1
25724,প্রতিনিধিপুকুরের,pɾot̪ɪnɪd̪ʱɪpukuɾeɾ,1
25725,প্রতিনিধিপিরোজপুরের,pɾot̪ɪnɪd̪ʱɪpɪɾoɟpuɾeɾ,1
25726,প্রতিনিধিপাঁচ,pɾot̪ɪnɪd̪ʱɪpɐ̃c,1
25727,প্রতিনিধিপলাশে,pɾot̪ɪnɪd̪ʱɪpɔlɐʃe,1
25728,প্রতিনিধিদেলদুয়ারে,pɾot̪ɪnɪd̪ʱɪd̪eld̪uʲɐɾe,1
25729,প্রতিনিধিত্বকারী,pɾot̪ɪnɪd̪ʱɪt̪t̪okɐɾɪ,1
25730,প্রতিনিধিত্ব,pɾot̪ɪnɪd̪ʱɪt̪t̪o,1
25731,প্রতিনিধিজামালপুরের,ʃoɾɪʃɐbɐɽɪ,1
25732,প্রতিনিধিচুয়াডাঙ্গা,pɾot̪ɪnɪd̪ʱɪcuʲɐdɐŋgɐ,1
25733,প্রতিনিধিগাজীপুরের,pɾot̪ɪnɪd̪ʱɪgɐɟɪpuɾeɾ,1
25734,প্রতিনিধিগফরগাঁও,প্রতিনিধি,1
25735,প্রতিনিধিকুমিল্লার,প্রতিনিধি,1
25736,প্রতিনিধিকুমিল্লার,d̪ɐu̯d̪kɐnd̪ɪ,1
