,Inflected_Word,Valid,Lemma_Correct,Lemma_Predict
3402,বংশপরম্পরাগতও,Y,বংশপরম্পরাগত,বংশপরম্পরাগত
3403,বংশলতিকার,Y,বংশলতিকা,বংশলতিকা
3404,বংশাণুক্রমিকভাবে,Y,বংশাণুক্রমিক,বংশাণুক্রমিক
3405,বংশানুক্রমিকভাবেই,Y,বংশা,বংশা
3406,বইখানি,Y,বইখান,বইখান
3407,বইগুল,Y,বই,বই
3408,বইমেলাকে,Y,বইমেলা,বইমেলা
3409,বউরানী,Y,বউরান,বউরান
3410,বকশীকে,Y,বকশী,বকশী
3411,বক্তব্যসম্পন্ন,Y,বক্তব্য,বক্তব্য
3412,বক্ষাস্থির,Y,বক্ষাস্থি,বক্ষাস্থি
3413,বক্সও,Y,বক্স,বক্স
3414,বক্সটাই,Y,বক্সটা,বক্সটা
3415,বখে,Y,বখ,বখ
3416,বগ্যার,Y,বগ্যা,বগ্যা
3417,বঙ্কিমকুমার,Y,বঙ্কি,বঙ্কি
3418,বঙ্গারু,Y,বঙ্গা,বঙ্গা
3419,বচনগুলিতে,Y,বচন,বচন
3420,বজের,Y,বজ,বজ
3421,বঞ্চিতশ্রেণির,Y,বঞ্চিতি্রেণি,বঞ্চিতি্রেণি
3422,বণিকরাও,Y,বণিক,বণিক
3423,বদভ্যাসগুলো,Y,বদভ্যাস,বদভ্যাস
3424,বদভ্যাসগুলোকে,Y,বদভ্যাস,বদভ্যাস
3425,বনডিংসরিয়ে,Y,বনডিংসরিয়,বনডিংসরিয়
3426,বনতুলসী,Y,বনতুল,বনতুল
3427,বনফাইয়ার,Y,বনফাই,বনফাই
3428,বনভন্তে,Y,বনভন্ত,বনভন্ত
3429,বনভূমিরই,Y,বনভূমি,বনভূমি
3430,বনভূমিসমূহের,Y,বনভূমি,বনভূমি
3431,বনেও,Y,বন,বন
3432,বন্দোপ্যাধায়,Y,বন্দোপ্যাধা,বন্দোপ্যাধা
3433,বন্দোবস্তিতে,Y,বন্দোবস্তি,বন্দোবস্তি
3434,বন্ধুগুলা,Y,বন্ধু,বন্ধু
3435,বন্ধুদেবীর,Y,বন্ধু,বন্ধু
3436,বন্ধুভাব,Y,বন্ধু,বন্ধু
3437,ববার্মারহিমালয়ানী,Y,ববার্মারহিমালয়ান,ববার্মারহিমালয়ান
3438,বরনের,Y,বরন,বরন
3439,বরফনিরোধক,Y,বরফনিরোধ,বরফনিরোধ
3440,বরাতচিঠি,Y,বরা,বরা
3441,বর্গক্ষেত্রটি,Y,বর্গ,বর্গ
3442,বর্জাকে,Y,বর্জা,বর্জা
3443,বর্জ্যকে,Y,বর্জ্য,বর্জ্য
3444,বর্ডারসমূহ,Y,বর্ডার,বর্ডার
3445,বর্ণচ্ছটাটি,Y,বর্ণচ্ছটা,বর্ণচ্ছটা
3446,বর্ণভেদে,Y,বর্ণভেদ,বর্ণভেদ
3447,বর্তনীছেদক,Y,বর্তনীছা,বর্তনীছা
3448,বর্তমানমধ্যমারেখা,Y,বর্তমানমধ্যমা,বর্তমানমধ্যমা
3449,বর্মিগণ,Y,বর্মি,বর্মি
3450,বর্ষাঋতুকে,Y,বর্ষাদ,বর্ষাদ
3451,বর্ষাকলে,Y,বর্ষা,বর্ষা
3452,বর্সিল্লয়ের,Y,বর্সিল্লয়ে,বর্সিল্লয়ে
3453,বলও,Y,বল,বল
3454,বলছেনা,Y,বলা,বলা
3455,বলদটার,Y,বলদ,বলদ
3456,বলবতের,Y,বলা,বলা
3457,বলবা,Y,বলা,বলা
3458,বলবানদের,Y,বলবান,বলবান
3459,বলবোই,Y,বলা,বলা
3460,বলরামহাড়ির,Y,বলরামহাড়ি,বলরামহাড়ি
3461,বলাটাই,Y,বলা,বলা
3462,বলানোর,Y,বলা,বলা
3463,বলারও,Y,বলা,বলা
3464,বলেছিলন,Y,বলা,বলা
3465,বল্ডউইনকে,Y,বল্ডউইন,বল্ডউইন
3466,বল্লমধারীর,Y,বল্লমধারী,বল্লমধারী
3467,বশংধররা,Y,বশংযর,বশংযর
3468,বসন্তকুমারকে,Y,বসন্তকুমার,বসন্তকুমার
3469,বসবাাস,Y,বসবা,বসবা
3470,বসলি,Y,বসা,বসা
3471,বসালেও,Y,বসাল,বসাল
3472,বসেঃ,Y,বসা,বসা
3473,বস্তুতেই,Y,বস্তু,বস্তু
3474,বস্তুদের,Y,বস্তুদ,বস্তুদ
3475,বস্তুবাদীদের,Y,বস্তুবাদী,বস্তুবাদী
3476,বস্তুসমীহ,Y,বস্তু,বস্তু
3477,বস্ত্ততই,Y,বস্ত্ত,বস্ত্ত
3478,বস্ত্তবাদে,Y,বস্ত্তবাদ,বস্ত্তবাদ
3479,বস্ত্রেও,Y,বস্ত্র,বস্ত্র
3480,বহনকাজে,Y,বহন,বহন
3481,বহিঃসংযোগসমূহ,Y,বহিঃসংযোগ,বহিঃসংযোগ
3482,বহিগত,Y,বহি,বহি
3483,বহুগামিতায়,Y,বহুগামি,বহুগামি
3484,বহুবিবাহকারীর,Y,বহুবিবাহ,বহুবিবাহ
3485,বহুলরূপে,Y,বহুলোূপ,বহুলোূপ
3486,বাঁঢি,Y,বাঁঝা,বাঁঝা
3487,বাঁদররা,Y,বাঁদর,বাঁদর
3488,বাঁধনমুক্ত,Y,বাঁধনো,বাঁধনো
3489,বাঁধল,Y,বাঁধা,বাঁধা
3490,বাঁধাবাঁধি,Y,বাঁধা,বাঁধা
3491,বাংলাদে,Y,বাংলাদ,বাংলাদ
3492,বাংলাভাষার,Y,বাংলাভাষা,বাংলাভাষা
3493,বাইলোর,Y,বাইলো,বাইলো
3494,বাকযুব্ধ,Y,বাক,বাক
3495,বাকস্বাধীনতায়,Y,বাকস্বাধীন,বাকস্বাধীন
3496,বাক্যটাও,Y,বাক্য,বাক্য
3497,বাখতিয়ারিদের,Y,বাখতিয়ারি,বাখতিয়ারি
3498,বাগজিলাকে,Y,বাগজিলা,বাগজিলা
3499,বাগানবাড়িতে,Y,বাগানবাড়ি,বাগানবাড়ি
3500,বাগানবিলাসের,Y,বাগানবিলাস,বাগানবিলাস
3501,বাগেরহাটে,Y,বাগেরহাট,বাগেরহাট
3502,বাঘাদিতে,Y,বাঘ,বাঘ
3503,বাঙ্গামাতা,Y,বাঙ্গামা,বাঙ্গামা
3504,বাজনাদার,Y,বাজনাদা,বাজনাদা
3505,বাজাচ্ছেন,Y,বাজানো,বাজানো
3506,বাজিদের,Y,বাজি,বাজি
3507,বাজেলের,Y,বাজেল,বাজেল
3508,বাটাভাতে,Y,বাটা,বাটা
3509,বাটীতেই,Y,বাটী,বাটী
3510,বাটেতসেতগেগকে,Y,বাটেতৃেতগেগ,বাটেতৃেতগেগ
3511,বাণিজিক,Y,বণিত,বণিত
3512,বাণিজ্যও,Y,বাণিজ্য,বাণিজ্য
3513,বাণিজ্যকভাবে,Y,বাণিজ্যক,বাণিজ্যক
3514,বাণিজ্যপ্রবাহের,Y,বাণিজ্য,বাণিজ্য
3515,বাতজ্বরের,Y,বাতজ্বর,বাতজ্বর
3516,বাতরোগগ্রস্ত,Y,বাতর,বাতর
3517,বাথিজমের,Y,বাথিজম,বাথিজম
3518,বাদাড়ে,Y,বাদাড়,বাদাড়
3519,বাদিকের,Y,বাদিক,বাদিক
3520,বাদুড়সুলভ,Y,বাদুড়সুল,বাদুড়সুল
3521,বাদ্যযন্ত্রসমূহ,Y,বাদ্যযন্ত্র,বাদ্যযন্ত্র
3522,বাধাকেই,Y,বাধা,বাধা
3523,বানরা,Y,বান,বান
3524,বানারি,Y,বানা,বানা
3525,বানিয়াই,Y,বানিয়া,বানিয়া
3526,বান্তাহ,Y,বান্তা,বান্তা
3527,বান্দরের,Y,বান্দর,বান্দর
3528,বাপে,Y,বাপ,বাপ
3529,বাপ্তিস্মকে,Y,বাপ্তিস্ম,বাপ্তিস্ম
3530,বাপ্পানহাল্লির,Y,বাপ্পানহাল্লি,বাপ্পানহাল্লি
3531,বাবরঘানা,Y,বাবর,বাবর
3532,বাবিলনের,Y,বাবিলন,বাবিলন
3533,বাবিলেই,Y,বাবিল,বাবিল
3534,বামিডেলে,Y,বামিডেল,বামিডেল
3535,বামে,Y,বামা,বামা
3536,বারইয়া,Y,বারানো,বারানো
3537,বারকের,Y,বারক,বারক
3538,বারগুইয়া,Y,বারগুই,বারগুই
3539,বারচার্টে,Y,বারচার্ট,বারচার্ট
3540,বারিয়াকে,Y,বারিয়া,বারিয়া
3541,বারিয়ে,Y,বারানো,বারানো
3542,বার্জগুলিও,Y,বার্জ,বার্জ
3543,বার্তাকেই,Y,বার্তা,বার্তা
3544,বার্নিানির,Y,বার্নি,বার্নি
3545,বার্নোতে,Y,বার্নো,বার্নো
3546,বালকে,Y,বাল,বাল
3547,বালামিকে,Y,বালামি,বালামি
3548,বালাসাগুনলু,Y,বালাসা,বালাসা
3549,বালিকাবস্থা,Y,বালিকা,বালিকা
3550,বালিঘড়ি,Y,বালিঘ,বালিঘ
3551,বালিশটা,Y,বালিশ,বালিশ
3552,বাল্টিস্থানে,Y,বাল্টিস্থান,বাল্টিস্থান
3553,বাশিন্দাদের,Y,বাশিন্দা,বাশিন্দা
3554,বাষ্পায়ন,Y,বাষ্পা,বাষ্পা
3555,বাসতাম,Y,বাসা,বাসা
3556,বাসনকোসন,Y,বাসন,বাসন
3557,বাসসাস,Y,বাস,বাস
3558,বাসাসিরি,Y,বাসাসি,বাসাসি
3559,বাস্তবক্ষেত্রে,Y,বাস্তবক্ষেত্র,বাস্তবক্ষেত্র
3560,বাস্তুত্যাগকে,Y,বাস্তুত্যাগ,বাস্তুত্যাগ
3561,বাস্তুশিল্পিরূপে,Y,বাস্তুশিল্পি,বাস্তুশিল্পি
3562,বাহকগণের,Y,বাহক,বাহক
3563,বাহরাইনব,Y,বাহরাইন,বাহরাইন
3564,বাহুগুলোকে,Y,বাহু,বাহু
3565,বাহুসমূহ,Y,বাহু,বাহু
