,sentence_main,sentence_lemma
854,তখন মানুষ চোখ বুজে কাজ করে যায় চোখ খুলে দ্বিধা করে না,তখন মানুষ চোখ বোজা কাজ করা যায় চোখ খোলা দ্বিধা করা না
855,বন দফতর পদক্ষেপ না করায় গত কাল সকালে গ্রামসভার তরফে জন যুবককে বাঘ তাড়ানোর ভার দেওয়া হয়,বন দফতর পদক্ষেপ না করা গত কাল সকাল গ্রামসভা তরফ জন যুবক বাঘ তাড়ানো ভার দেওয়া হয়
856,সামনে আরও বেশ কয়েকটা সভার ডাক রয়েছে,সামনে আর বেশ কয়েক সভা ডাক রওয়া
857,কলিকা বললে তা হলে এখনি এখানে রাস্তায় নেমে যাব,কলিকা বলা তা হওয়া এখন এখান রাস্তা নামা যাওয়া
858,কিন্তু পূর্বোপকার স্মরণ করিয়া রাজা তাঁহাকে নির্বাসিত করিয়া দিলেন,কিন্তু পূর্বউপকার স্মরণ করা রাজা তিনি নির্বাসন করা দেওয়া
859,এখনও এ পাড়ায় টিকে আছে খেলাধুলোর পরিবেশ,এখন এ পাড়া টেকা আছে খেলাধুলো পরিবেশ
860,এখানেই শেষ নয়,এখান শেষ না
861,হে পাঠক হে পাঠিকা তোমরা উঁহাকে জান কি,হে পাঠক হে পাঠক তুমি উনি জান কি
862,সেজন্য মাঝে মাঝে তাহার লাঞ্ছনার সীমা থাকিত না,সেজন্য মাঝে মাঝে তিনি লাঞ্ছনা সীমা থাকা না
863,মাছ ছুড়েও লাভ হয়নি,মাছ ছোড়া লাভ হওয়া
864,তখন তার অপমানের কথা শুনে মৃণালিনী রাগে জ্বলে উঠল,তখন তিনি অপমান কথা শোনা মৃণালিনী রাগে জ্বলা ওঠা
865,রাষ্ট্র খুব শক্তিশালী চাইলে সে অনেক কিছুই পারে শেষ পর্যন্ত ভারত পোলিয়ো মুক্ত,রাষ্ট্র খুব শক্তি চাওয়া তিনি অনেক কিছু পারা শেষ পর্যন্ত ভারত পোলিয়ো মুক্ত
866,এই জায়গায় টি মন্দিরে শিবলিঙ্গের পুজো ভগবান রামের আমল থেকে হয়ে আসছে বলেও দাবি করেছেন তিনি,এই জায়গা টি মন্দির শিবলিঙ্গ পুজো ভগবান রাম আমল থেকে হয়ে আসা বলা দাবি করা তিনি
867,আর তার ফলেই বার বার অল্পের জন্য বেঁচে গিয়েছে পৃথিবী,আর তার ফল বার বার অল্প জন্য বাঁচা যাওয়া পৃথিবী
868,সময়ের সঙ্গে পরিবর্তনের হাওয়া এ পাড়াতেও প্রভাব ফেলেছে,সময় সঙ্গ পরিবর্তন হাওয়া এ পাড়া প্রভাব ফেলা
869,হজমের গোলমাল হয় বলে অনেকেই আপেলের কোসা ছাড়িয়ে খান,হজম গোলমাল হয় বলে অনেক আপেল কোসা ছাড়ানো খাওয়া
